"","lambda","q","n","W","p_val","skewness","kurt","bias"
"261",0.1,100,25,0.999765260761505,0.882448687023372,0.0155160652865787,2.96731386439901,0.00329239132857242
"262",0.1,100,26,0.999143605673234,0.013599952238743,0.0786168980172405,3.17354166258044,-0.00141443907941282
"263",0.1,100,27,0.999643421854389,0.535989802624786,0.0385541407710076,2.90665449865797,0.000103991483769707
"264",0.1,100,28,0.999189122423631,0.0194455386657954,0.0821137609569791,2.94619131714118,0.000328430559906543
"265",0.1,100,29,0.999295162673288,0.0447914062529956,0.0777915820474315,2.89076566034439,-0.00385332241673476
"266",0.1,100,30,0.999640096016539,0.526301593232724,0.0452097831656943,2.97100025363753,0.000597454946618999
"267",0.1,100,35,0.99951872588322,0.243052036976545,0.0363473489366064,2.96447364253945,0.000860457181160019
"268",0.1,100,45,0.999738948914572,0.818207511012469,0.0428006206998144,2.97432152225049,0.000462216418753702
"269",0.1,100,55,0.999763379885252,0.878268909626749,0.0304994863977523,3.04391937994604,-0.00337344984844476
"270",0.1,100,65,0.999763519408529,0.878581350724081,-0.0190769126109305,3.04874969656804,0.000769788922913667
"271",0.1,100,75,0.999475533943087,0.178258163954023,0.0488509098517897,2.95847328170403,-0.00314152406370148
"272",0.1,100,85,0.999712143096212,0.742824933045051,-0.00668587550003849,3.04011566954627,0.000926260866956427
"273",0.1,100,95,0.99956972062235,0.34360667278746,0.0672722838540529,3.04611374893737,0.00185010093287696
"274",0.1,100,105,0.999451059535624,0.148776289688719,-0.0626249096220568,3.01112328169693,-0.000759937949085435
"275",0.1,100,115,0.999580925816634,0.369414556973077,0.0130759360525565,3.09472418548982,0.00156998347159209
"276",0.1,100,125,0.999666353842988,0.60439914769144,-0.00775772324578954,3.07642565083344,-0.00176402302952772
"277",0.1,100,135,0.999567158548076,0.337894244515628,0.0122553294924314,3.08463565853472,-0.000168970361031791
"278",0.1,100,145,0.999709185972546,0.734100417907899,-0.0164879971446202,2.96506189954573,-0.00142371104113703
"279",0.1,100,155,0.999625946834978,0.485959389854465,-0.0033808274798349,3.0054902235933,-0.00149060379309456
"280",0.1,100,165,0.99951986931523,0.245009894591845,-0.0563963001735285,3.08078200796972,-0.00232113864066375
"281",0.1,100,175,0.999547090813028,0.295588581427548,0.0415860327723221,2.93475344779465,0.00153499808367504
"282",0.1,100,185,0.999682141375172,0.652448939798572,0.0378679675959081,3.02029101042309,-0.001197818087271
"283",0.1,100,195,0.999670518127483,0.617035985189199,-0.0237190512682411,3.10103316187065,0.00011997546566308
"284",0.5,2,1,0.850963538046178,3.67400158461681e-56,2.2314592719484,14.193650318096,-0.0121372165187624
"285",0.5,2,2,0.889253019851281,6.06937233316342e-51,1.92125541478064,12.6274942501546,0.0150003266571072
"286",0.5,2,3,0.93925303429115,3.41843149784969e-41,1.16669964573124,6.47619516749863,-0.00619827545807876
"287",0.5,2,4,0.941184075097496,1.06644556672642e-40,1.18019349046064,6.25210933817893,0.00406796845965504
"288",0.5,2,5,0.949738445689115,2.44165831027671e-38,1.09929573103311,6.27693678023346,-0.00295842277829379
"289",0.5,2,6,0.964602634105913,2.43778361193833e-33,0.871713280436204,4.88049549566513,-0.000919675932945335
"290",0.5,2,7,0.967904593329199,5.22492467930864e-32,0.819513663818965,4.70550072472329,0.00304531600760461
"291",0.5,2,8,0.936509809822268,7.13231673365692e-42,1.71869675804278,22.2420995614172,0.00390025304826379
"292",0.5,2,9,0.9662880675712,1.13160610652272e-32,0.858949759447866,5.37579261582103,0.0028566210221082
"293",0.5,2,10,0.957061673802155,4.7680609559857e-36,1.07591293804061,8.1748541732894,0.00162519627925908
"294",0.5,2,11,0.95404643498638,5.01399780335277e-37,1.13394460077801,9.11308342628942,0.00176487590426802
"295",0.5,2,12,0.979381517085315,2.38999024373366e-26,0.63895624237666,4.04836728254313,-0.000728946014535837
"296",0.5,2,13,0.9778535087875,3.18638962501781e-27,0.659721742990578,4.09551423460201,0.000396753704505577
"297",0.5,2,14,0.98480337645029,8.76855838033631e-23,0.538136536215679,3.84386259440934,-0.0059068634064737
"298",0.5,2,15,0.969868182229323,3.64021033374071e-31,0.839208051363531,6.18983087220001,-0.00214983606099405
"299",0.5,2,16,0.981268772532633,3.38544251175977e-25,0.612505542542729,4.19834079693789,-1.18699138445998e-05
"300",0.5,2,17,0.977973929302455,3.72025035012751e-27,0.675404753741719,4.7120254849417,-0.00209660249253539
"301",0.5,2,18,0.982852057934882,3.66937786517187e-24,0.583430150515261,4.1135868248984,-0.00153671254281771
"302",0.5,2,19,0.98676162036996,2.91126951132903e-21,0.499289278932191,3.8892654587079,0.00206161141978909
"303",0.5,2,20,0.982500975609838,2.13363775554777e-24,0.585760918638096,3.99824014071261,0.00208738119339754
"304",0.5,2,21,0.983053980219964,5.03097779504779e-24,0.576585934564956,4.00743597836432,-0.00347335857527456
"305",0.5,2,22,0.989524948369931,8.25753183826168e-19,0.439341288623289,3.71169109432582,-0.00476895265822917
"306",0.5,2,23,0.983380019077201,8.4245233972251e-24,0.57330303171129,4.16652843155839,-0.00119763551818984
"307",0.5,2,24,0.984188925436855,3.12928624546951e-23,0.559125091389919,4.12593583021983,0.00501199027172691
"308",0.5,2,25,0.985639146948116,3.74529085531762e-22,0.523088517571872,4.06766057196877,-0.00308283397465517
"309",0.5,2,26,0.980592393805864,1.28053359501754e-25,0.624876125083324,4.60693596621404,0.000108787523332962
"310",0.5,2,27,0.959600671118746,3.50888080791125e-35,1.12562043515507,12.5574670610046,0.00194977227389771
"311",0.5,2,28,0.986815952602135,3.22526888684056e-21,0.502049467258095,3.74231937255807,0.00416967794737311
"312",0.5,2,29,0.98685988919615,3.50457764491117e-21,0.486608876969843,3.78477956372328,-0.0086836894705961
"313",0.5,2,30,0.988687833900275,1.34669302289661e-19,0.454858221370263,3.64980767525989,0.00191873563231393
"314",0.5,2,35,0.989919487565708,2.01188459129138e-18,0.428808278203265,3.5418095857207,0.00220950569994321
"315",0.5,2,45,0.991676533432917,1.47223325448004e-16,0.386667952881975,3.31833284931936,-0.0037449647991207
"316",0.5,2,55,0.991597752121096,1.19896190281016e-16,0.372118676096684,3.97148417192165,-0.00135869697054513
"317",0.5,2,65,0.991020353500164,2.76863223315198e-17,0.387112198635552,4.03986599992414,0.00184199124001823
"318",0.5,2,75,0.988127274909154,4.21568501169223e-20,0.462080798631419,4.38181554790597,0.00333966560387915
"319",0.5,2,85,0.997498031302769,2.56094080674726e-07,0.20412008628388,3.1685529613299,0.000547097048203693
"320",0.5,2,95,0.993233047692093,1.15242085867709e-14,0.345697326475864,3.41057573813972,-0.0011440033044267
"321",0.5,2,105,0.99418971802048,2.37210623675195e-13,0.316528793434115,3.4025481793557,-0.00114746401797533
"322",0.5,2,115,0.996044576044626,2.43175061430945e-10,0.244814737859774,3.42214485423724,-2.32035057996983e-05
"323",0.5,2,125,0.99789764011137,2.49638300331682e-06,0.180167596346822,3.11886787601807,-0.00188367182105094
"324",0.5,2,135,0.992531942467322,1.49842353284091e-15,0.339283268078792,3.81207617228722,-8.57569880525838e-05
"325",0.5,2,145,0.99571919580602,6.34372132551158e-11,0.25127687429209,3.23772039241829,-0.000497737532157341
"326",0.5,2,155,0.995573608734787,3.54777787253726e-11,0.266719156802141,3.41631474761719,-0.00150533333896772
"327",0.5,2,165,0.998527132242108,0.000140948885865813,0.148113028173369,3.04577285601542,-0.00142194817401932
"328",0.5,2,175,0.997588136275396,4.20829018546303e-07,0.194673101898913,3.14354446381781,0.000729658634226246
"329",0.5,2,185,0.998327838553681,3.67943121710067e-05,0.159010803371719,2.98848756004567,0.000337619221354379
"330",0.5,2,195,0.997880869986297,2.25975801519516e-06,0.184730786472357,3.17457648149608,0.000183796655212611
"331",0.5,10,1,0.964588381760635,2.40693535366623e-33,0.799834498949942,3.93968497560281,0.0028382799823034
"332",0.5,10,2,0.980496442469236,1.1178761272957e-25,0.602732373969537,3.62913052037677,0.00454805494044916
"333",0.5,10,3,0.986135400619314,9.13526636292773e-22,0.500850826531309,3.40135605104923,-0.000585648707592309
"334",0.5,10,4,0.992909432117467,4.41930379602745e-15,0.349424219130468,3.11508434511991,-0.00457413816177777
"335",0.5,10,5,0.99447086937259,6.13523837950682e-13,0.301360613988388,3.10380701540461,-0.000475147822422401
"336",0.5,10,6,0.990369195628901,5.72371563648802e-18,0.39397372013382,3.10421715119103,-0.00138090071863716
"337",0.5,10,7,0.991122657382664,3.57221554116176e-17,0.380322877525597,3.07982038883304,0.0051763761132031
"338",0.5,10,8,0.995407011001074,1.85066741846696e-11,0.277082463198734,3.04922842980867,0.00367527813984599
"339",0.5,10,9,0.994757154617306,1.66798563645525e-12,0.301697500156411,3.23942851788248,0.00867637369056603
"340",0.5,10,10,0.995431741063677,2.03646682218465e-11,0.279383136085604,3.0764240006454,0.00199227250159868
"341",0.5,10,11,0.994817714136594,2.07017026105551e-12,0.288578533789547,3.03461059276596,0.00433152406972807
"342",0.5,10,12,0.99481214586135,2.02932276475901e-12,0.291188155696639,3.05809012103527,0.00205332740803687
"343",0.5,10,13,0.997075504107332,2.79992968598448e-08,0.216410157303657,3.12227686223268,-0.00221436684866715
"344",0.5,10,14,0.997463148664302,2.11816645771903e-07,0.20157165808986,3.06426614373782,-0.00320288284945395
"345",0.5,10,15,0.997078218238367,2.83841379430062e-08,0.20656319954235,3.0018384469254,-0.00837459126516974
"346",0.5,10,16,0.996442890161924,1.3826974881875e-09,0.238970049132978,2.99774022403242,0.00185486733278704
"347",0.5,10,17,0.996908306262712,1.22345234253589e-08,0.226776836416144,3.0904913269155,-0.000345456239801318
"348",0.5,10,18,0.997195976620057,5.16697591338161e-08,0.206583004382415,3.10395164087758,0.000335149774135773
"349",0.5,10,19,0.998038364619552,5.84461815484484e-06,0.176865847028556,2.99965332336743,-0.00203684055829837
"350",0.5,10,20,0.997185328351444,4.89183543480575e-08,0.21288652916158,3.17793124150661,-0.00356469694929063
"351",0.5,10,21,0.997336049133722,1.07261527242717e-07,0.189896626939148,2.90801357473954,-0.00367142539555014
"352",0.5,10,22,0.997475019278964,2.25916811356134e-07,0.197768101080431,3.12069037858967,0.00473775371653678
"353",0.5,10,23,0.997244363282324,6.63496824035174e-08,0.211038412233924,3.1689029783757,-0.00318810681423334
"354",0.5,10,24,0.996143557635317,3.70794293134541e-10,0.259058234438277,3.17694185865806,0.00242803406760178
"355",0.5,10,25,0.998034294218972,5.70036565853181e-06,0.175751839477589,3.05185601221714,0.00196361622179246
"356",0.5,10,26,0.998100507875412,8.58481648413326e-06,0.174758341169564,3.07372105698681,0.000735683038479004
"357",0.5,10,27,0.997590566492594,4.26559445422783e-07,0.196227430536167,3.0770146150244,0.00173468322560634
"358",0.5,10,28,0.998027241029197,5.45908610802368e-06,0.179120281365869,3.00145639185052,-0.00248247123115914
"359",0.5,10,29,0.997868306426981,2.09781408342671e-06,0.177032446506367,2.93809776150948,0.00171144426652903
"360",0.5,10,30,0.998036228220283,5.7684392213874e-06,0.170761587306788,2.97431928280051,0.00644045302463478
"361",0.5,10,35,0.999065664952516,0.00740101905076673,0.112142790807152,3.096336284771,0.00127441462795486
"362",0.5,10,45,0.999380633214717,0.0871657202060898,0.0657276253447981,2.95690398234455,-8.96160132812486e-05
"363",0.5,10,55,0.999196637564055,0.0206300678503535,0.0970721452470978,3.03243410723032,-0.000682438601668632
"364",0.5,10,65,0.999511922411544,0.231672220490873,0.0329299088148387,2.86313904794488,-0.00265161396209036
"365",0.5,10,75,0.998785640050003,0.000889025484005889,0.11196267410399,2.92282621317834,-0.00218022185521871
"366",0.5,10,85,0.999570854374325,0.346156967775318,0.064403520514793,2.98439567711732,0.0024376014570757
"367",0.5,10,95,0.998902703221667,0.00212472477467781,0.118117709294477,3.11656443955153,0.0012546470264363
"368",0.5,10,105,0.999429882095167,0.126931242756788,0.0639563453166589,2.95579245524995,-0.00176231691070845
"369",0.5,10,115,0.999426447358275,0.123681492961665,0.0862275650178949,2.98984727667535,-9.13342457426533e-05
"370",0.5,10,125,0.999452659548938,0.150559407487227,0.0586341542086573,2.96122580122854,0.00184637342438775
"371",0.5,10,135,0.999208800205992,0.0227027635166835,0.100106917860583,2.96162888106535,-0.00130434548637728
"372",0.5,10,145,0.999573696855398,0.352611438574294,0.0567582167323371,2.944402031559,-0.000568795260334485
"373",0.5,10,155,0.999511435765615,0.230875767405459,0.0728511583187502,2.98931730405393,0.000728564371149187
"374",0.5,10,165,0.999730315752781,0.794798839607259,0.00366368696324889,2.99437301624253,0.000828939551995515
"375",0.5,10,175,0.999490845406384,0.19925623044058,0.0673563787521273,2.99618049911344,-0.00289843333300151
"376",0.5,10,185,0.999596177564607,0.40666569341295,0.0456774151246137,2.9833253495398,0.000694739381329188
"377",0.5,10,195,0.999733234200886,0.802819502076622,0.0166437715937323,2.99992005056211,0.000527323692424729
"378",0.5,100,1,0.971302812571117,1.60125009109738e-30,0.688874786385723,3.53400622562099,-0.00962053291683664
"379",0.5,100,2,0.983045940624225,4.96789214558814e-24,0.534281638924457,3.28817062796762,0.00442711958916677
"380",0.5,100,3,0.98868202000504,1.3302899431687e-19,0.442071426157829,3.29061475075608,-0.00955652877929059
"381",0.5,100,4,0.993067938165934,7.04059126396524e-15,0.32994152758602,3.01598500618124,-0.0026462112356663
"382",0.5,100,5,0.99332507359653,1.52196214795765e-14,0.327476642722949,3.01987206361044,-0.00149529837393817
"383",0.5,100,6,0.995731445830575,6.66527927845744e-11,0.274440486940308,3.14811190085365,0.00577292672291845
"384",0.5,100,7,0.995544906079454,3.16811669995086e-11,0.268775060526809,3.00716171760672,-0.00393374778397855
"385",0.5,100,8,0.99713098403607,3.7062498857722e-08,0.212688737695367,3.07924245242462,-0.00665914413619684
"386",0.5,100,9,0.995906711434509,1.36535908528512e-10,0.257429080089561,3.002184799713,0.000477728676529275
"387",0.5,100,10,0.997324923074331,1.01141521762446e-07,0.197535538193905,3.1262048402041,4.9152180772436e-05
"388",0.5,100,11,0.997091833706895,3.03991811338479e-08,0.217117285295802,3.08903927947913,0.000401226104625552
"389",0.5,100,12,0.99853402705566,0.000147826562937662,0.141653235692755,3.05122788366984,0.00118692214122648
"390",0.5,100,13,0.997148754457276,4.05707759516747e-08,0.2174206329207,3.08422837449702,-0.00578513388820014
"391",0.5,100,14,0.997245121174376,6.66113118490867e-08,0.209986288035801,3.02342510084068,0.000378140270945778
"392",0.5,100,15,0.998208254790462,1.69452876741374e-05,0.163953715463133,2.98809997834176,-0.00643605957500425
"393",0.5,100,16,0.998150155040925,1.17186296021606e-05,0.168229073371125,3.02358811588208,-0.00123154431188335
"394",0.5,100,17,0.997006574266271,1.98416233997006e-08,0.224971819136843,3.09597770051644,-0.00241422456882113
"395",0.5,100,18,0.997507604678277,2.69853259296519e-07,0.195970277248181,3.01961983458292,0.0045313991178953
"396",0.5,100,19,0.99796898060617,3.82936082532255e-06,0.177435062040013,3.16788689168611,0.00535539121867426
"397",0.5,100,20,0.996619463471331,3.09837329718255e-09,0.233008535016729,3.21183833226781,-0.00285616718676443
"398",0.5,100,21,0.998134265908168,1.06036041585826e-05,0.171624067246721,3.00815249472497,0.0020923442639286
"399",0.5,100,22,0.998542975485591,0.00015727439625808,0.143614994924404,3.0740200635952,0.00433358927647093
"400",0.5,100,23,0.999068076858988,0.00754098853106031,0.11863823317612,2.99110834454484,-0.00246797743359023
"401",0.5,100,24,0.998121197525328,9.76922384885642e-06,0.152574073354528,3.04134483561541,-0.000726698446080268
"402",0.5,100,25,0.998505619104965,0.000121541803088509,0.149879544500359,3.01136225534717,-0.00677386161968554
"403",0.5,100,26,0.998272124973621,2.55680804317328e-05,0.167455724404875,3.06487355984924,-0.000280092862165254
"404",0.5,100,27,0.998978561901402,0.00378064781793749,0.120105836344795,3.13748364632737,0.00298728756877758
"405",0.5,100,28,0.998797097450673,0.000967190305983518,0.115058450277806,2.90142199317103,-0.00471824343819084
"406",0.5,100,29,0.998427241877964,7.13134914937646e-05,0.150626298490973,2.95282320059195,0.000969506561335068
"407",0.5,100,30,0.998677129567027,0.000404688051019911,0.121906293923302,2.93057720178319,0.000392702324716361
"408",0.5,100,35,0.998398846154816,5.89340522641744e-05,0.153586620240141,3.01029910864882,0.00210648293591165
"409",0.5,100,45,0.99711783937443,3.4670908601766e-08,0.222923460801267,3.11274667555882,0.000762110851238247
"410",0.5,100,55,0.99983177879451,0.980376001944598,0.029111505239601,2.98990105507899,-0.00292708149631309
"411",0.5,100,65,0.999374283264843,0.0829986176986717,0.0594545471915987,2.86764649263032,0.000925535993071924
"412",0.5,100,75,0.999292342169543,0.0438106290014182,0.0818626036287974,3.00283848727131,0.00102806362394297
"413",0.5,100,85,0.999629150376636,0.494960204025655,0.0423822691223687,3.07111211357482,0.00118818169957668
"414",0.5,100,95,0.99975745544715,0.864658252332824,0.0106440635758836,2.98847353575973,0.000922025961791993
"415",0.5,100,105,0.999612888953466,0.450168239453712,0.0360312159712183,2.94902743289795,-0.00119430122451646
"416",0.5,100,115,0.999444495260161,0.141661037232095,0.0702774899493699,3.04872686650894,-0.00205366244785957
"417",0.5,100,125,0.999344009078125,0.0656294365980507,0.0671211540701172,3.11095115158929,0.000453976539007002
"418",0.5,100,135,0.999726381506571,0.783827297935288,0.0208534399306631,3.0340043596947,0.00117931309847
"419",0.5,100,145,0.999215747661986,0.0239792247770907,0.106587620111712,3.06149752606671,-0.00196108728241647
"420",0.5,100,155,0.999739348324833,0.819266363112654,0.0316368001978834,3.04301710386047,-0.00166958163215857
"421",0.5,100,165,0.998872437017372,0.00169253185098805,0.125180911947602,2.97690154374722,-0.00103641801607239
"422",0.5,100,175,0.99932055681085,0.0546526007888964,0.0654017264009079,2.92543717666413,-0.00058534761264743
"423",0.5,100,185,0.999634011880197,0.508772324986791,0.0168773664479323,3.08052803653447,-0.00199022839893468
"424",0.5,100,195,0.999712078390256,0.742634684433046,0.0120962620325282,3.03397396823443,0.00113040760438639
"425",0.99,2,1,0.783077254102968,3.92236928726803e-63,2.70755587820973,16.6701567590126,-0.00509949064218429
"426",0.99,2,2,0.886571530859132,2.35754731809578e-51,1.63171436845638,7.623669828104,-0.00014857273315762
"427",0.99,2,3,0.883732809247184,8.83799019235471e-52,1.92058447541816,12.3826681986219,-0.0133396969183195
"428",0.99,2,4,0.926736365767719,4.04641925537201e-44,1.26687393368596,5.80747548982797,-0.0143214056553057
"429",0.99,2,5,0.925747572250754,2.47534970256373e-44,1.36904284578996,7.22445267240984,0.000136955077979904
"430",0.99,2,6,0.911663678743892,3.80348021511686e-47,1.70980115446804,12.2179568677927,-0.0086873196817567
"431",0.99,2,7,0.939561351409595,4.09130183103267e-41,1.25874074525956,7.87309197861173,-0.00561167093522975
"432",0.99,2,8,0.939619468801649,4.23259660279845e-41,1.20338317938724,6.42722590619826,0.00621429180441872
"433",0.99,2,9,0.940988956682815,9.49344104304425e-41,1.29692739840672,9.13892237293402,0.000711591643791883
"434",0.99,2,10,0.944974512087035,1.08909484789814e-39,1.19048325632407,7.31221103673976,-0.00406258658251452
"435",0.99,2,11,0.960382639445115,6.61914926952984e-35,0.906416957977818,4.62178517688429,-0.00471638308051289
"436",0.99,2,12,0.923598633657137,8.66240172792233e-45,1.72231979138129,16.1048340544026,-0.00447421220471512
"437",0.99,2,13,0.959766024931684,4.00959292316474e-35,0.940963047285328,5.12724705536284,0.00240589804161951
"438",0.99,2,14,0.963639775798001,1.04043424814959e-33,0.880974759057492,4.76733016011003,-0.00381875018838003
"439",0.99,2,15,0.957963360543434,9.58123143348429e-36,1.01900840953837,6.62417631350445,0.00504700039727052
"440",0.99,2,16,0.976966307690327,1.03764522856667e-27,0.675657636408616,4.12353122984283,-0.00436033704702645
"441",0.99,2,17,0.968748253232844,1.18915597255657e-31,0.809917007651995,4.5876646132798,-0.00015790223807387
"442",0.99,2,18,0.967471675031674,3.44856528218979e-32,0.844032842165764,5.12720345729367,0.00739695674702578
"443",0.99,2,19,0.971248755633591,1.51276589753631e-30,0.773707744520911,4.50195152191355,-0.00271330746164234
"444",0.99,2,20,0.962802514505045,5.03345442887663e-34,0.931957732410222,5.81720712351765,0.00136203886265067
"445",0.99,2,21,0.964096154377671,1.55422644918834e-33,0.8973075567946,5.38857601597355,0.00028269675602735
"446",0.99,2,22,0.972783177910069,7.85121392703831e-30,0.751281530408565,4.50510432408453,0.00136930063975137
"447",0.99,2,23,0.971490276380097,1.95142704446597e-30,0.79797332042814,5.47266312705966,-0.00239155003282345
"448",0.99,2,24,0.980851474023324,1.85265222393253e-25,0.606783013966004,3.75910760965262,-0.00194738986553265
"449",0.99,2,25,0.980908283332826,2.00994293037175e-25,0.608788767290326,3.82605841602574,-0.000154318025782639
"450",0.99,2,26,0.976904034245915,9.60259341769473e-28,0.688012591566833,4.27202449974936,-0.00393735384938558
"451",0.99,2,27,0.978259197409851,5.38343932704726e-27,0.647458760747694,3.81465630596645,0.00312008926115185
"452",0.99,2,28,0.981791841587435,7.31223175972316e-25,0.592191761773514,3.74093267439351,-0.00271869657280463
"453",0.99,2,29,0.980525687210882,1.16507028805257e-25,0.625233228626715,4.16618127817422,9.86713342397231e-05
"454",0.99,2,30,0.960341731952726,6.40142814828875e-35,1.05172183331593,8.99696387304331,-0.00394218032444183
"455",0.99,2,35,0.98639209312865,1.46220568716187e-21,0.50501806389754,3.55055876763189,-0.00505491839057265
"456",0.99,2,45,0.980250210676982,7.90655148049929e-26,0.648545093917621,5.37644836588841,-0.00302612292185117
"457",0.99,2,55,0.986897153708335,3.76094254297348e-21,0.500701548600345,3.76237202917971,-0.00287331765813622
"458",0.99,2,65,0.992140285692248,5.06979924814524e-16,0.378319093219376,3.34391907132976,-0.00095275426977521
"459",0.99,2,75,0.992037319951191,3.83638258417666e-16,0.380445112465265,3.41721749092496,0.00119212909917627
"460",0.99,2,85,0.994115106565073,1.85266244354124e-13,0.32202850194914,3.24040901562165,-0.00139561975452341
"461",0.99,2,95,0.992149127454134,5.19322857920494e-16,0.377593290447429,3.37118733870184,-0.000542567044890687
"462",0.99,2,105,0.995489687007189,2.55141050420665e-11,0.276883601681504,3.12611489458039,-0.000845133276988948
"463",0.99,2,115,0.992728479579383,2.61901469289805e-15,0.352750086537548,3.5271797468789,0.000610082432147497
"464",0.99,2,125,0.995343894246961,1.45181393963172e-11,0.278468639888344,3.08692225751696,-0.000762149549010604
"465",0.99,2,135,0.994194332907304,2.40881024688392e-13,0.320943708947316,3.36104047779185,0.000469036148671504
"466",0.99,2,145,0.995220550539992,9.08742585072404e-12,0.287553616834992,3.32542423465541,-0.000590949872162504
"467",0.99,2,155,0.994891856026016,2.70280271909439e-12,0.292570202458942,3.14333193306536,-0.000106782266570711
"468",0.99,2,165,0.993796695209025,6.59857256055214e-14,0.322459381525459,3.48814341794059,-0.000278205951196733
"469",0.99,2,175,0.995444506035033,2.13982501724787e-11,0.260987284198607,3.23138762249792,-0.00126761008180397
"470",0.99,2,185,0.995925742458633,1.47755938554234e-10,0.263847207549952,3.12698084895652,-0.000455578971946155
"471",0.99,2,195,0.995316249557543,1.30622634156878e-11,0.277991580738704,3.21813851897078,-0.00102534173534675
"472",0.99,10,1,0.912687527762309,5.91343691568185e-47,1.18196675320082,4.74194977728586,0.00798324307104158
"473",0.99,10,2,0.962215743731763,3.04910425963713e-34,0.770589636314723,3.53995898089638,0.0244398844333114
"474",0.99,10,3,0.973581084762137,1.90192633496426e-29,0.657769494636243,3.44185098215849,-0.0120830018617724
"475",0.99,10,4,0.981713512624918,6.5090049581463e-25,0.552833234788089,3.32338534204951,-0.00143212921621529
"476",0.99,10,5,0.984124933419066,2.81568943719671e-23,0.52236726322962,3.32304159322974,-0.00239989735466917
"477",0.99,10,6,0.987253941428138,7.44921005489975e-21,0.482824705763334,3.42469608730317,-0.00316269166878286
"478",0.99,10,7,0.989387155463075,6.08425687382057e-19,0.431910256690687,3.23520750469904,-0.00306937062697813
"479",0.99,10,8,0.990976707082386,2.48493546339127e-17,0.389584214419942,3.13861227905627,0.00658118175417827
"480",0.99,10,9,0.991399267118215,7.1890335289741e-17,0.392137593831118,3.34858129339754,0.000492435664633511
"481",0.99,10,10,0.992709931591056,2.483499379456e-15,0.344863456768062,3.06575344926715,-0.00193488091801763
"482",0.99,10,11,0.992070762349363,4.19880930995769e-16,0.374896354628457,3.30565830029036,0.00199993188288731
"483",0.99,10,12,0.994086534117467,1.68626554335073e-13,0.306043307525394,2.99678651941862,-0.00182235371623901
"484",0.99,10,13,0.994954216792726,3.38882190675994e-12,0.289300452091985,3.05082124262041,-0.000465450367181464
"485",0.99,10,14,0.994840174170093,2.24376057698682e-12,0.295038031139056,3.10801293088728,0.00615986855741305
"486",0.99,10,15,0.994654164660341,1.15937227266554e-12,0.301929658659396,3.08065903012473,-0.00214849141496579
"487",0.99,10,16,0.993803456412823,6.7423542257346e-14,0.335300356656803,3.24978337862043,-0.00021005530851739
"488",0.99,10,17,0.995440553071486,2.10724984883252e-11,0.281349722871299,3.16779948359471,-0.00150776376216485
"489",0.99,10,18,0.995721398612657,6.4003370486534e-11,0.261718440451896,3.09808331176193,-0.000562012620362016
"490",0.99,10,19,0.995761914040513,7.54036415212542e-11,0.261957406078832,3.02524683116381,0.00195313971738552
"491",0.99,10,20,0.997458556129513,2.06609338665524e-07,0.200657359115432,3.01131256735052,-0.00432111086283365
"492",0.99,10,21,0.995792756438911,8.54797740969065e-11,0.2426095114106,2.90516166100012,-0.000383979127341838
"493",0.99,10,22,0.994562384876647,8.41550838074006e-13,0.302868682175442,3.14406939076734,0.00213608644186893
"494",0.99,10,23,0.99589710673816,1.31212020563821e-10,0.264945309119805,3.15298287635575,0.00225006527588908
"495",0.99,10,24,0.995995137238769,1.97438885918858e-10,0.262230211587555,3.06960587578353,0.00211109737713793
"496",0.99,10,25,0.995111433240582,6.04167942665735e-12,0.293057454225103,3.15917158230772,-0.00107967799968049
"497",0.99,10,26,0.994974730069973,3.65199598937502e-12,0.293844795892889,3.13111582316157,-0.00386636902447033
"498",0.99,10,27,0.997067002662889,2.68285052256202e-08,0.212457729135501,3.05576697964499,0.00124371166329414
"499",0.99,10,28,0.995565352596166,3.43397548986346e-11,0.269575624062192,3.05935303439666,0.0020212805903797
"500",0.99,10,29,0.996205489654701,4.84388358806422e-10,0.250167028733541,3.06923228422504,-0.0021354647573079
"501",0.99,10,30,0.996846246488919,9.05470373917261e-09,0.2345242835748,3.18969064337997,0.00195229712149989
"502",0.99,10,35,0.996791140440191,6.950378235244e-09,0.233684633745662,3.12457556872134,0.000861983387777388
"503",0.99,10,45,0.997307970588697,9.25041123680544e-08,0.196883785585256,3.10580749837661,7.83886819283999e-05
"504",0.99,10,55,0.999078173507468,0.00815682342137079,0.113368497569611,2.97731767221931,-0.00147755790129496
"505",0.99,10,65,0.998650866504063,0.000335515274988003,0.139440533501947,3.04056001541298,-0.000678892167805153
"506",0.99,10,75,0.998727465317111,0.000581545751049499,0.130270875243684,3.0180801631221,0.000192745457012239
"507",0.99,10,85,0.998348185012991,4.20768590437352e-05,0.144610947418306,2.87937716882842,-6.12741238550502e-05
"508",0.99,10,95,0.99870604971239,0.000498149312777186,0.131427764825525,3.13612409118182,0.00163936454213742
"509",0.99,10,105,0.999335487351849,0.0614126788187827,0.0834001343834493,3.03372824220631,0.0015042038266187
"510",0.99,10,115,0.999169529264117,0.0166692094302576,0.105921621213733,2.95415039682056,-0.000103749526093331
"511",0.99,10,125,0.999140349367413,0.0132571500096561,0.100668689095182,3.02252989309891,-0.00239445776208492
"512",0.99,10,135,0.998841404028203,0.00134257450864426,0.122487553066221,2.95984871372299,2.396133283955e-05
"513",0.99,10,145,0.999001513807708,0.00450828734889766,0.11533873369713,2.95671952313789,-0.00136690463562248
